src,dst,weight,edge_type
40,423,64.54685486606745,road-road
40,630,379.39970167240716,hospital-road
40,414,268.46102113833666,road-road
40,245,274.7906394736773,road-road
40,686,403.79868729030875,hospital-road
40,742,410.10724109985836,hospital-road
40,156,427.32748969091557,road-road
40,205,485.0225349029555,road-road
40,208,496.2790278216867,road-road
40,311,435.01579597205495,road-road
40,142,458.71638921148235,road-road
40,207,469.57198416979406,road-road
40,339,456.6187237749262,road-road
40,553,804.1543496021259,power-road
40,625,255.83144130776677,hospital-road
40,247,284.9503328447445,road-road
40,746,289.1476420546392,hospital-road
40,557,628.2277334588592,power-road
41,332,414.93925815670565,road-road
41,331,409.9705373603366,road-road
41,241,13.159078954217039,road-road
42,78,375.58938781192353,road-road
42,259,58.361480347103154,road-road
42,72,230.39964320788008,road-road
42,655,247.0488084821721,hospital-road
42,661,404.5792605404087,hospital-road
42,43,294.0157540695086,road-road
42,796,125.36607900619067,hospital-road
42,709,108.75126692151518,hospital-road
42,514,140.93255081350318,road-road
42,559,194.18162932462226,hospital-road
42,662,269.8151931924077,hospital-road
42,794,479.2336751273053,hospital-road
42,49,408.37002328624135,road-road
42,788,369.5246475934054,hospital-road
42,45,373.92779639107073,road-road
42,652,344.609343098765,hospital-road
42,853,81.52593787302807,hospital-road
42,747,328.18523180230426,hospital-road
42,578,307.67401357954583,hospital-road
42,854,361.0673740764395,hospital-road
42,44,356.7915743518829,road-road
42,48,432.74659305407107,road-road
42,187,375.7952550960855,road-road
42,46,383.35495886376646,road-road
42,188,384.59168687763474,road-road
42,848,415.6773042008846,hospital-road
42,365,388.75944071423635,road-road
42,47,395.7012325137444,road-road
43,78,475.5752001487248,road-road
43,259,351.6296964916399,road-road
43,655,134.95037867750645,hospital-road
43,661,111.00591591589058,hospital-road
43,796,380.87108446117975,hospital-road
43,709,386.3755359955574,hospital-road
43,514,434.3379776839907,road-road
43,559,488.0410067577377,hospital-road
43,49,251.45509015954846,road-road
43,788,160.72586010557532,hospital-road
43,45,124.87190520977819,road-road
43,652,162.46065390704044,hospital-road
43,853,222.20797543361599,hospital-road
43,747,59.08446186509501,hospital-road
43,578,56.33248337307073,hospital-road
43,854,128.04480274076656,hospital-road
43,44,77.09362692287667,road-road
43,48,262.5493639082779,road-road
43,802,494.61030108941287,hospital-road
43,187,99.01955611738627,road-road
43,46,120.9583937012178,road-road
43,188,109.50493383435588,road-road
43,848,128.00840075998343,hospital-road
43,365,105.60415134600788,road-road
43,47,121.91571024398634,road-road
43,222,338.9144316877628,road-road
44,259,415.11858537179637,road-road
44,655,209.88540137806217,hospital-road
44,661,63.36370332245986,hospital-road
44,796,429.59621422892445,hospital-road
44,709,440.44513365698407,hospital-road
44,514,497.69239541639394,road-road
44,49,202.86664500894273,road-road
44,788,107.68796337997486,hospital-road
44,45,58.09797438619211,road-road
44,652,123.26136444096828,hospital-road
44,853,279.48631543418236,hospital-road
44,747,29.195376123091854,hospital-road
44,578,51.204968813870536,hospital-road
44,854,71.11727292094986,hospital-road
44,48,207.77061178308654,road-road
44,802,466.42861498260373,hospital-road
44,187,21.928114769872707,road-road
44,46,47.09851618874013,road-road
44,188,32.41231882794807,road-road
44,848,59.6276380763709,hospital-road
44,365,31.967950051473697,road-road
44,47,44.822274636790034,road-road
44,222,262.1979686820201,road-road
45,259,431.9553826886468,road-road
45,655,259.76632768797543,hospital-road
45,661,106.02585676867255,hospital-road
